message_text,language,scam_category,is_phishing
"Paisa invest karo Rs.2,000 - roz Rs.500 milel. Guaranteed. Join karo: example.com/earn",Marathlish,Investment,1
"Congratulations! Your mobile number won Rs.8,00,000 in Reliance Digital Diwali Lottery. Claim: 98xxxxxx21",English,Lottery,1
Cyber police ne notice bheja aahe - tumcha IP address tracked aahe. Fine bharlyavar case band hoil: 98xxxxxx21,Marathi,Digital Arrest,1
Free recharge Rs.199 milel aaj. Ek baar number verify kara ithe: bit.ly/sample-link. Offer aajpuratach.,Marathlish,Recharge,1
Work from home typing job - Rs.600 per hour. No experience required. WhatsApp: 98xxxxxx21,English,Job,1
Aapka UPI ID temporarily suspended hua hai. Dubara activate karne ke liye: example.com/upi-activate,Hindi,UPI Fraud,1
Kal 7 baje zoom call aahe team sathi. Please join on time. Agenda: Q1 review aur planning.,Marathlish,None,0
Bhai kal 11 AM ko driving test hai. License leke ja aur registration ka printout bhi.,Hinglish,None,0
Tumcha account statement 31 March la generate zala. Netbanking la login karun download kara.,Marathlish,None,0
Reminder ahe - kal subah 7 la paddhati yatra aahe mandirat. Sab ya nakki.,Marathi,None,0
Your CIBIL score has been updated. Login to example.com to check your updated credit report.,English,None,0
Aaj ghar par hi raho - bahut traffic jam hai highway pe. Accident hua hai.,Hindi,None,0
Bhai kal workshop aahe Python var - 10 AM to 5 PM. Laptop laach. Registration done aahe.,Hinglish,None,0
ABC Courier delivered your parcel successfully at 3:45 PM. Received by: A. Sharma. Enjoy your order!,English,None,0
Aaj office la utharlya - traffic mule 30 min late aalo. Boss la message kar.,Marathlish,None,0
Apni ABC Bank passbook update karwa lo. 6 months ki entries pending hain.,Hindi,None,0
"Your ABC Bank credit card reward points (1,450 pts) expire on 30-Apr. Redeem them soon.",English,None,0
"Kal subah bazar la jayche aahe. Yaadi taiyar kar - doodh, bhaji, ani chatni chi saman.",Marathi,None,0
Yaar aaj ka plan kya hai? Koi movie chal rahi hai kya? Theatre mein ya OTT pe?,Hinglish,None,0
Aaj 6 PM la society cricket match aahe. Yenar ka? Team la ek player kami aahe.,Marathlish,None,0
Reminder: Renew your passport before 2025 if you plan to travel. Processing takes 4-6 weeks.,English,None,0
Kal raat baarish aane ki sambhavna hai. Chhata le jaao aur gaadi andar rakh dena.,Hindi,None,0
Office mein navi system install hoti aaj - IT ne morning mein update dila. Password change kara.,Marathlish,None,0
Your blood test report from XYZ Lab is ready. Collect from counter 3 between 10 AM-5 PM.,English,None,0
Bhai kal college library closes at 5 PM due to event. Note karo warna stranded rahoge.,Hinglish,None,0
Aaj office mein power backup nahi aahe - generator maintenance aahe. Laptops charge thevar.,Marathlish,None,0
Bhai ek baar is link pe click karke apna Aadhaar verify karo - account suspend hone wala hai: bit.ly/sample-link,Hindi-English mixed,KYC,1
"Tumcha vij bill Rs.1,890 aaj bharla nahi tar tonight connection cut hoil. Pay: example.com/bill",Marathi-English mixed,Utility,1
Congratulations bhai - tujha number ABC lucky draw mein select hua hai! 3 lakh claim kar: bit.ly/sample-link,Hindi-English mixed,Lottery,1
"Tumhi XYZ Courier parcel claim kela nahi. Rs.199 pay kara aaj, else parcel return hoil: example.com/claim",Marathi-English mixed,Courier/Parcel,1
Ek CBI officer ne call kiya tha - tera Aadhaar illegal transaction mein use hua hai. Call back: 98xxxxxx21,Hindi-English mixed,Digital Arrest,1
"Government scheme aahe - tumhala Rs.5,000 milel per month. Register kara before deadline: bit.ly/sample-link",Marathi-English mixed,Govt Scheme,1
Bhai bina document ke 2 lakh ka instant loan chahiye? Sirf ek form bharo: example.com/loan,Hindi-English mixed,Loan,1
Tumchya ABC Bank account madhe suspicious login detected. Secure kara abhi: bit.ly/sample-link,Marathi-English mixed,Banking,1
Tera UPI account hack ho sakta hai yaar. Abhi verify karo apna number: example.com/upi-check,Hindi-English mixed,UPI Fraud,1
"Tumhala work-from-home opportunity aahe - Rs.40,000 per month. No experience. Apply: bit.ly/sample-link",Marathi-English mixed,Job,1
"Invest sirf Rs.5,000 aur pao Rs.75,000 in 45 days! Guaranteed profit. Join karo: example.com/invest",Hindi-English mixed,Investment,1
Tumcha number ABC recharge lucky draw mein select zala! Free Rs.399 recharge sathi: bit.ly/sample-link,Marathi-English mixed,Recharge,1
Bhai kal subah office mein all-hands meeting hai 9:30 AM ko. Attendance mandatory hai.,Hindi-English mixed,None,0
Tumchi important documents ready aahet. Branch la ya aani collect kara - anytime before 5 PM.,Marathi-English mixed,None,0
"Yaar aaj party cancel ho gayi - rain bahut zyada hai. Ghar pe baith, Sunday rakhenge.",Hindi-English mixed,None,0
Aaj marathi shala mein parent-teacher meeting aahe - 4 PM la. Please attend if possible.,Marathi-English mixed,None,0
Bhai kal project submission hai. Last minute mein kaam mat karna - pehle se prepare karo.,Hindi-English mixed,None,0
Office la aaj navin system update aala aahe. IT team ne mail kelele instructions follow kara.,Marathi-English mixed,None,0
Salary aaj credit ho gayi hai account mein. Check karo aur sab theek hai toh bata dena.,Hindi-English mixed,None,0
Kal team outing aahe - sab log yenar aahet. Bus 9 AM la office pasun sutat aahe.,Marathi-English mixed,None,0
Bhai tera insurance renewal ho gaya. Documents email mein bhej rahe hain 2-3 din mein.,Hindi-English mixed,None,0
Paani bill Maarchachay mahinyacha Rs.540 credited confirm zala. Thank you for payment!,Marathi-English mixed,None,0
Kal raat tak project ka first draft ready kar lena. Review ke baad changes bolunga.,Hindi-English mixed,None,0
Society mein Sunday la cleaning drive aahe - 8 AM la. Participation welcome aahe sarvana.,Marathi-English mixed,None,0
Bhai train cancel ho gayi kal ki. IRCTC ne refund de diya hai - 5-7 din mein aayega.,Hindi-English mixed,None,0
ABC Bank kade tumcha cheque deposited zala aaj. Clearing nantarach credit hoil - 2 din lagtil.,Marathi-English mixed,None,0
Office ka internet slow chal raha hai puri building mein. IT ko report kar chuka hun - wait karo.,Hindi-English mixed,None,0
Kal exam aahe - syllabus complete zala aahe na? Practice papers solve kara ajun ek baar.,Marathi-English mixed,None,0
Bhai aaj birthday hai uska - call karo ya message karo. Bahut din se baat nahi hui usse.,Hindi-English mixed,None,0
"आपका बिजली कनेक्शन आज रात काट दिया जाएगा। बकाया राशि ₹1,840 तुरंत जमा करें: bit.ly/sample-link",Hindi-Devanagari,Utility,1
सूचना: आपका गैस कनेक्शन निलंबित होने वाला है। ₹560 का भुगतान करें: example.com/gas अन्यथा आपूर्ति बंद होगी।,Hindi-Devanagari,Utility,1
आपका KYC अधूरा है। ABC बैंक खाता 24 घंटों में बंद हो जाएगा। अभी अपडेट करें: bit.ly/sample-link,Hindi-Devanagari,KYC,1
अलर्ट: आपका PAN–Aadhaar लिंक नहीं है। खाता फ्रीज़ होने से पहले अभी लिंक करें: example.com/kyc,Hindi-Devanagari,KYC,1
"बधाई हो! आपने ABC राष्ट्रीय लॉटरी में ₹15,00,000 जीते हैं। 48 घंटों में क्लेम करें: bit.ly/sample-link",Hindi-Devanagari,Lottery,1
"आपका मोबाइल नंबर ABC कंपनी के मासिक ड्रॉ में विजेता है। ₹5,00,000 पाने के लिए कॉल करें: 98xxxxxx21",Hindi-Devanagari,Lottery,1
"घर बैठे काम करें। रोज़ ₹2,000 कमाएं। कोई अनुभव ज़रूरी नहीं। अभी रजिस्टर करें: example.com/job",Hindi-Devanagari,Job,1
"अर्जेंट हायरिंग: डेटा एंट्री ऑपरेटर चाहिए। वेतन ₹40,000/माह। आवेदन करें: bit.ly/sample-link",Hindi-Devanagari,Job,1
CBI साइबर क्राइम विभाग: आपके नंबर से अवैध लेनदेन हुए हैं। डिजिटल गिरफ्तारी से बचने के लिए तुरंत कॉल करें: 98xxxxxx21,Hindi-Devanagari,Digital Arrest,1
ईडी कार्यालय: आपका PAN मनी लॉन्ड्रिंग में जुड़ा है। अभी संपर्क करें: 98xxxxxx21 वरना FIR दर्ज होगी।,Hindi-Devanagari,Digital Arrest,1
PM आवास योजना के तहत आपको मुफ्त मकान मिलेगा। आज ही आवेदन करें: bit.ly/sample-link अंतिम तिथि कल है।,Hindi-Devanagari,Govt Scheme,1
"सरकारी योजना: महिलाओं को ₹1,000 प्रतिमाह मिलेंगे। Aadhaar से रजिस्टर करें: example.com/yojana",Hindi-Devanagari,Govt Scheme,1
"तत्काल व्यक्तिगत लोन स्वीकृत! ₹5,00,000 बिना दस्तावेज़ के। 10 मिनट में खाते में: bit.ly/sample-link",Hindi-Devanagari,Loan,1
आपका लोन आवेदन स्वीकृत हो गया है। प्रोसेसिंग फ़ीस ₹499 भरने के बाद राशि जारी होगी: 98xxxxxx21,Hindi-Devanagari,Loan,1
"अलर्ट: आपके ABC बैंक खाते से ₹45,000 अनधिकृत रूप से डेबिट हुए। तुरंत यहाँ क्लिक करें: bit.ly/sample-link",Hindi-Devanagari,Banking,1
आपका नेट बैंकिंग पासवर्ड एक्सपायर हो गया है। खाता फ्रीज़ होने से पहले रीसेट करें: example.com/reset,Hindi-Devanagari,Banking,1
"आपके UPI से ₹12,000 डेबिट हुए हैं। लेनदेन रद्द करने के लिए: example.com/upi-cancel पर जाएं।",Hindi-Devanagari,UPI Fraud,1
आपका PhonePe खाता निलंबित होने वाला है। अभी OTP वेरीफाई करें: bit.ly/sample-link,Hindi-Devanagari,UPI Fraud,1
आपका पार्सल XYZ कूरियर के पास रुका है। ₹199 कस्टम शुल्क भरें: example.com/courier अन्यथा वापस होगा।,Hindi-Devanagari,Courier/Parcel,1
डिलीवरी विफल – पता अपडेट करें और ₹50 री-डिलीवरी शुल्क भरें: bit.ly/sample-link,Hindi-Devanagari,Courier/Parcel,1
मुफ़्त रिचार्ज ₹299 का मौका! अभी अपना नंबर वेरीफाई करें: example.com/recharge। ऑफर सिर्फ आज।,Hindi-Devanagari,Recharge,1
"₹5,000 निवेश करें और 30 दिनों में ₹50,000 पाएं! गारंटीड रिटर्न: bit.ly/sample-link",Hindi-Devanagari,Investment,1
"क्रिप्टो निवेश अवसर: ₹2,000 लगाएं, ₹20,000 पाएं 7 दिनों में। जुड़ें: example.com/crypto",Hindi-Devanagari,Investment,1
आपके मोबाइल नंबर को ABC टेलीकॉम बंपर लॉटरी में चुना गया है। ₹8 लाख जीतें: bit.ly/sample-link,Hindi-Devanagari,Lottery,1
"प्रधानमंत्री रोज़गार योजना: ₹50,000 का ब्याज-मुक्त लोन मिलेगा। अभी आवेदन: example.com/loan",Hindi-Devanagari,Govt Scheme,1
"तुमचे वीज बिल ₹1,450 थकीत आहे. आजच भरले नाही तर कनेक्शन तुटेल. इथे भरा: bit.ly/sample-link",Marathi-Devanagari,Utility,1
सूचना: तुमचा गॅस पुरवठा खंडित होणार आहे. तातडीने ₹680 भरा: example.com/gas,Marathi-Devanagari,Utility,1
तुमचे KYC अपूर्ण आहे. ABC बँक खाते २४ तासात बंद होईल. आत्ताच अपडेट करा: bit.ly/sample-link,Marathi-Devanagari,KYC,1
तुमचे Aadhaar बँकेशी लिंक नाही. खाते फ्रीज होण्यापूर्वी लिंक करा: example.com/aadhaar,Marathi-Devanagari,KYC,1
"अभिनंदन! तुम्ही ABC लॉटरीमध्ये ₹10,00,000 जिंकले आहेत. आत्ताच क्लेम करा: bit.ly/sample-link",Marathi-Devanagari,Lottery,1
तुमचा मोबाइल नंबर ABC दिवाळी बंपर ड्रॉमध्ये निवडला गेला. ₹3 लाख मिळवण्यासाठी कॉल करा: 98xxxxxx21,Marathi-Devanagari,Lottery,1
"घरबसल्या काम करा. दररोज ₹1,500 मिळेल. कोणताही अनुभव नको. नोंदणी करा: example.com/job",Marathi-Devanagari,Job,1
सायबर पोलीस: तुमच्या नंबरवरून बेकायदेशीर व्यवहार झाले आहेत. अटक टाळण्यासाठी कॉल करा: 98xxxxxx21,Marathi-Devanagari,Digital Arrest,1
ED कार्यालय: तुमचे PAN मनी लाँड्रिंगमध्ये आढळले. ताबडतोब संपर्क करा: 98xxxxxx21,Marathi-Devanagari,Digital Arrest,1
PM आवास योजना: तुम्हाला मोफत घर मिळेल. आजच नोंदणी करा: bit.ly/sample-link अंतिम तारीख उद्या.,Marathi-Devanagari,Govt Scheme,1
"तत्काळ वैयक्तिक कर्ज मंजूर! ₹3,00,000 कागदपत्रांशिवाय. १० मिनिटांत खात्यात: example.com/loan",Marathi-Devanagari,Loan,1
"सावधान: तुमच्या ABC बँक खात्यातून ₹38,000 अनधिकृतपणे डेबिट झाले. ताबडतोब क्लिक करा: bit.ly/sample-link",Marathi-Devanagari,Banking,1
"तुमच्या UPI मधून ₹9,500 डेबिट झाले. व्यवहार रद्द करण्यासाठी: example.com/cancel वर जा.",Marathi-Devanagari,UPI Fraud,1
तुमचा पार्सल XYZ कुरिअरकडे अडकला आहे. ₹249 सीमाशुल्क भरा: bit.ly/sample-link,Marathi-Devanagari,Courier/Parcel,1
मोफत रिचार्ज ₹199 मिळवा! आत्ताच नंबर वेरीफाय करा: example.com/recharge केवळ आजसाठी.,Marathi-Devanagari,Recharge,1
"₹5,000 गुंतवा आणि ३० दिवसांत ₹55,000 मिळवा! हमीशीर परतावा: bit.ly/sample-link",Marathi-Devanagari,Investment,1
"आपके ABC बैंक खाते में आज वेतन ₹42,500 जमा हो गया है। दिनांक: 01-अप्रैल-2024।",Hindi-Devanagari,None,0
आपका OTP: 738421। यह 10 मिनट के लिए वैध है। इसे किसी से साझा न करें।,Hindi-Devanagari,None,0
"आपकी ABC बैंक FD ₹50,000 परिपक्व हो गई है। शाखा में जाएं या नेट बैंकिंग से नवीनीकरण करें।",Hindi-Devanagari,None,0
XYZ कूरियर: आपका पार्सल आज दोपहर 2 से 5 बजे के बीच डिलीवर होगा। ट्रैक करें: example.com/track,Hindi-Devanagari,None,0
"ABC बैंक: आपके खाते से ₹250 XYZ मेडिकल स्टोर पर सफलतापूर्वक डेबिट हुए। शेष: ₹18,340।",Hindi-Devanagari,None,0
कल सुबह 10 बजे ऑफिस में महत्वपूर्ण क्लाइंट प्रेज़ेंटेशन है। स्लाइड्स आज रात तैयार कर लें।,Hindi-Devanagari,None,0
"आपकी ABC म्यूचुअल फंड SIP ₹3,000 अप्रैल के लिए प्रोसेस हो गई है। NAV यूनिट आवंटित।",Hindi-Devanagari,None,0
आपका ITR दाखिल करने की अंतिम तिथि 31 जुलाई है। जल्दी से अपने CA से बात करें।,Hindi-Devanagari,None,0
बेटी का रिज़ल्ट आया – 94 अंक! आज रात जश्न है। घर जल्दी आना।,Hindi-Devanagari,None,0
"आपकी ABC बीमा प्रीमियम ₹3,200 ऑटो-डेबिट हो गई है। पॉलिसी सक्रिय है।",Hindi-Devanagari,None,0
कल रात बारिश होने की संभावना है। छाता ले जाएं और गाड़ी अंदर रखें।,Hindi-Devanagari,None,0
"आपके PF खाते में ₹85,000 सफलतापूर्वक ABC बैंक में ट्रांसफर हो गए हैं।",Hindi-Devanagari,None,0
ऑफिस में कल पावर बैकअप नहीं है – जनरेटर रखरखाव है। लैपटॉप चार्ज रखें।,Hindi-Devanagari,None,0
"ABC बैंक: मार्च का क्रेडिट कार्ड बिल ₹12,450 है, देय तिथि 15 अप्रैल। भुगतान करें।",Hindi-Devanagari,None,0
कल सोसाइटी की आपात बैठक है रात 9 बजे। सभी निवासी कृपया उपस्थित रहें।,Hindi-Devanagari,None,0
आपका वाहन बीमा 30 अप्रैल को समाप्त होता है। जुर्माने से बचने के लिए नवीनीकरण करें।,Hindi-Devanagari,None,0
XYZ लैब से आपकी रक्त परीक्षण रिपोर्ट तैयार है। सुबह 10 से शाम 5 बजे काउंटर 3 से लें।,Hindi-Devanagari,None,0
"आपका NEFT ₹15,000 खाता अंत 8821 में सफलतापूर्वक ट्रांसफर हुआ। Ref: NEFT20240406",Hindi-Devanagari,None,0
"तुमच्या ABC बँक खात्यात आज पगार ₹45,000 जमा झाला आहे. दिनांक: १ एप्रिल २०२४.",Marathi-Devanagari,None,0
तुमचा OTP: ९३४७२१. हा १० मिनिटांसाठी वैध आहे. कोणाशीही शेअर करू नका.,Marathi-Devanagari,None,0
XYZ कुरिअर: तुमचा पार्सल आज दुपारी २ ते ५ वाजेपर्यंत डिलिव्हर होईल. ट्रॅक करा: example.com/track,Marathi-Devanagari,None,0
"ABC बँक: तुमच्या खात्यातून ₹1,800 XYZ पेट्रोल पंपावर यशस्वीरित्या डेबिट झाले. शिल्लक: ₹22,450.",Marathi-Devanagari,None,0
उद्या सकाळी १० वाजता ऑफिसमध्ये महत्त्वाची क्लायंट प्रेझेंटेशन आहे. स्लाइड्स आज रात्री तयार करा.,Marathi-Devanagari,None,0
"तुमची ABC म्युच्युअल फंड SIP ₹3,000 एप्रिलसाठी प्रक्रिया झाली आहे. NAV युनिट्स वाटप केले गेले.",Marathi-Devanagari,None,0
"तुमची ABC विमा प्रीमियम ₹3,200 ऑटो-डेबिट झाली आहे. पॉलिसी सक्रिय आहे.",Marathi-Devanagari,None,0
उद्या शाळेत पालक-शिक्षक बैठक आहे – दुपारी ४ वाजता. शक्य असल्यास उपस्थित राहा.,Marathi-Devanagari,None,0
आज रात्री पाऊस पडण्याची शक्यता आहे. छत्री घेऊन जा आणि गाडी आत ठेव.,Marathi-Devanagari,None,0
सोसायटीत रविवारी सकाळी ८ वाजता स्वच्छता मोहीम आहे. सर्वांचा सहभाग अपेक्षित आहे.,Marathi-Devanagari,None,0
"तुमचे ABC बँक क्रेडिट कार्ड बिल ₹11,800 आहे, देय तारीख १५ एप्रिल. वेळेत भरा.",Marathi-Devanagari,None,0
XYZ लॅबमधून रक्त तपासणी अहवाल तयार आहे. सकाळी १० ते संध्याकाळी ५ दरम्यान काउंटर ३ वरून घ्या.,Marathi-Devanagari,None,0
"तुमच्या PF खात्यातून ₹80,000 यशस्वीपणे ABC बँकेत हस्तांतरित झाले आहेत.",Marathi-Devanagari,None,0
ऑफिसमध्ये उद्या वीजपुरवठा खंडित असेल – देखभालीमुळे. लॅपटॉप आधीच चार्ज करून ठेवा.,Marathi-Devanagari,None,0
तुमचे वाहन विमा ३० एप्रिलला संपते. दंड टाळण्यासाठी नूतनीकरण करा.,Marathi-Devanagari,None,0
ABC बँकेकडे तुमचा चेक आज जमा झाला. क्लिअरिंगनंतर क्रेडिट होईल – २ दिवस लागतील.,Marathi-Devanagari,None,0
उद्या संध्याकाळी ७ वाजता टीम झूम कॉल आहे. कृपया वेळेत जॉइन व्हा.,Marathi-Devanagari,None,0
तुमची ITR दाखल करण्याची अंतिम तारीख ३१ जुलै आहे. CA शी लवकर संपर्क साधा.,Marathi-Devanagari,None,0
"आपके मोबाइल नंबर को ABC टेलीकॉम के बंपर लॉटरी ड्रॉ में चुना गया। ₹8,00,000 जीतने के लिए अभी कॉल करें: 98xxxxxx21",Hindi-Devanagari,Lottery,1
रोज़ ₹500 कमाएं – स्टॉक मार्केट टिप्स ग्रुप में जुड़ें। फ्री ट्रायल: example.com/tips,Hindi-Devanagari,Investment,1
आपका रिचार्ज फेल हो गया। दोबारा करें और ₹50 कैशबैक पाएं: bit.ly/sample-link केवल आज।,Hindi-Devanagari,Recharge,1
"तुमचा अर्ज प्री-अप्रूव्ह झाला आहे – ₹2,00,000 कर्ज. कोणतीही कागदपत्रे नाहीत. अर्ज करा: example.com/loan",Marathi-Devanagari,Loan,1
तुमचे Google Pay खाते तात्पुरते निलंबित केले आहे. सक्रिय करण्यासाठी OTP वेरीफाय करा: bit.ly/sample-link,Marathi-Devanagari,UPI Fraud,1
"महाराष्ट्र सरकार योजना: महिलांना दरमहा ₹1,500 मिळतील. Aadhaar नोंदणी करा: example.com/scheme",Marathi-Devanagari,Govt Scheme,1
तुमचा Amazon पार्सल कस्टममध्ये अडकला आहे. ₹399 शुल्क भरा: bit.ly/sample-link अन्यथा परत जाईल.,Marathi-Devanagari,Courier/Parcel,1
आपके खाते में अनधिकृत गतिविधि मिली। खाता सुरक्षित करने के लिए: example.com/secure पर जाएं।,Hindi-Devanagari,Banking,1
घर बैठे टाइपिंग जॉब – प्रति घंटे ₹500। अभी रजिस्टर करें: bit.ly/sample-link। WhatsApp: 98xxxxxx21,Hindi-Devanagari,Job,1
"आपकी गाड़ी सर्विस की बुकिंग कन्फर्म हो गई। 15 अप्रैल, सुबह 10 बजे, XYZ सर्विस सेंटर।",Hindi-Devanagari,None,0
कल रात का खाना नहीं बनाना है। बाहर से ऑर्डर करते हैं – क्या चाहिए बताओ।,Hindi-Devanagari,None,0
आपके नाम पर एक स्पीड चालान दर्ज हुआ है। 15 दिनों में example.com पर ऑनलाइन भुगतान करें।,Hindi-Devanagari,None,0
कल इंजीनियरिंग टीम की आउटिंग है। बस ऑफिस से सुबह 9 बजे निकलेगी।,Hindi-Devanagari,None,0
आपका तिमाही अग्रिम कर 15 अप्रैल तक देय है। अपने CA से कर दायित्व की जांच करें।,Hindi-Devanagari,None,0
ABC बँकेची पासबुक अपडेट करायची आहे का? ६ महिन्यांच्या नोंदी बाकी आहेत.,Marathi-Devanagari,None,0
"तुमची गाडी सर्व्हिसिंगसाठी बुकिंग कन्फर्म झाली. १५ एप्रिल, सकाळी १०, XYZ सर्व्हिस सेंटर.",Marathi-Devanagari,None,0
आज रात्री ९ वाजता कंपनीचा टाऊन हॉल आहे ऑनलाइन. झूम लिंक HR ने मेलमध्ये पाठवली आहे.,Marathi-Devanagari,None,0
प्रोजेक्ट सबमिशन उद्या सकाळी १० वाजेपर्यंत आहे. PDF फॉर्मेटमध्ये मेल करा.,Marathi-Devanagari,None,0
ABC बँक: तुमचा मार्च महिन्याचा स्टेटमेंट तयार आहे. नेट बँकिंगमधून डाउनलोड करा.,Marathi-Devanagari,None,0
तुमचे वाहन PUC प्रमाणपत्र २८ एप्रिलला संपते. ट्रॅफिक दंड टाळण्यासाठी नूतनीकरण करा.,Marathi-Devanagari,None,0
उद्या लायब्ररीत पुस्तके जमा करायची आहेत – अंतिम तारीख आहे. दंड लागण्यापूर्वी करा.,Marathi-Devanagari,None,0
तुमच्या ABC OTT प्लॅटफॉर्मचे सदस्यत्व १ वर्षासाठी नूतनीकरण झाले. ₹499 डेबिट.,Marathi-Devanagari,None,0
घरी पाहुणे येणार आहेत उद्या. घर साफ करा आणि बाजारातून नाश्त्याचे सामान आणा.,Marathi-Devanagari,None,0
